target_pnc;target_name;first-association;count-per-first-association;all-associations;count-per-association;total-count-associations;perception;perception-median;perception-avg;age;percentage-known;cleaned-first;cleaned-associations;annotator_count;all_ages;origin
Schuldenbremse-Merkel;Angela Merkel;['kanzlerin', 'geld sparen', 'etablierung der schuldenbremse', 'abbau von sozialleistungen', 'schwarze null', 'keine schulden', 'schuldenbremse', 'bundeskanzlerin', 'kanzler', 'altbundeskanzler'];[2, 1, 1, 1, 1, 1, 1, 1, 1, 1];['kanzlerin', 'geld sparen', 'verlogen', 'taschenspielertricks', 'etablierung der schuldenbremse', 'schwäbische hausfrau', 'wolfgang schäuble', 'abbau von sozialleistungen', 'lügnerin', 'schande für deutschland', 'schwarze null', 'haushalt', 'finanzministerium', 'keine schulden', 'sparen', 'haushaltsdisziplin', 'schuldenbremse', 'schlechte finanzpolitik', 'neoliberalismus', 'grundgesetz', 'bundeskanzlerin', 'schuldenbremse in deutschland wird eingeführt und merkel macht sich dafür stark', 'zapfenstreich', 'finanzen', 'kanzler', 'dumme idee', 'stur', 'altbundeskanzler', 'einschränkung der staatlichen möglichkeit', 'kredite aufzunehmen', 'große koalition'];[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];31;[5.0, 1.0, 5.0, 2.0, 1.0, 3.0, 2.0, 1.0, 2.0, 4.0, 1.0];2;2.454545455;['30-39', '20-29', '50-59', '30-39', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];68.75;['geld sparen', 'etablierung der schuldenbremse', 'abbau von sozialleistungen', 'schwarze null', 'keine schulden', 'schuldenbremse', 'kanzlerin', 'bundeskanzlerin', 'kanzlerin', 'kanzler', 'altbundeskanzler'];[['geld sparen', 'verlogen', 'taschenspielertricks'], ['etablierung der schuldenbremse', 'schwäbische hausfrau', 'wolfgang schäuble'], ['abbau von sozialleistungen', 'lügnerin', 'schande für deutschland'], ['schwarze null', 'haushalt', 'finanzministerium'], ['keine schulden', 'sparen', 'haushaltsdisziplin'], ['schuldenbremse', 'schlechte finanzpolitik', 'neoliberalismus'], ['kanzlerin', 'grundgesetz'], ['bundeskanzlerin', 'schuldenbremse in deutschland wird eingeführt und merkel macht sich dafür stark'], ['kanzlerin', 'zapfenstreich', 'finanzen'], ['kanzler', 'dumme idee', 'stur'], ['altbundeskanzler', 'einschränkung der staatlichen möglichkeit', 'kredite aufzunehmen', 'große koalition']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Schuldkult-Weidel;Alice Weidel;['afd', 'geschichtsunterricht', 'machthungrig', 'rechts', 'afd-politikerin', 'afd-vorsitzende', 'erinnerungskultur'];[8, 1, 1, 1, 1, 1, 1];['afd', 'rechts', 'erinnerungskultur', 'geschichtsunterricht', 'rechtspopulistisch', 'relativierung von verbrechen', 'machthungrig', 'brutal', 'unmenschlich', 'undemokratisch', 'vorsitzende', 'will kein schuldgefühl der deutschen wegen holocaust', 'rechtsextremismus', 'abwertung des holocaust', 'nationalstolz', 'zweiter weltkrieg', 'heuchlerin', 'neoliberal', 'menschenfeindin', 'liebt eine frau', 'lebt in der schweiz', 'schuld der nazis ablegen', 'populistisch', 'gefährlich', 'afd-politikerin', 'holocaust-verniedlichung', 'reaktionär', 'will deutsche schuld tilgen', 'afd-vorsitzende', 'lesbisch', 'populismus', 'nazi-deutschland', 'schuldumkehr', 'holocaust-verharmlosung', 'vorsitzende der afd', 'lebt mit einer frau zusammen', 'revision der geschichte nach 2. weltkrieg', 'plagiatsverdacht doktorarbeit', 'geschichte', 'nationalsozialismus', 'frühere generationen'];[10, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];41;[5, 4, 4, 5, 5, 5, 5, 5, 4, 5, 2, 5, 4, 5];5;4.5;['30-39', '40-49', '40-49', '30-39', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];93.33333333;['geschichtsunterricht', 'machthungrig', 'afd', 'afd', 'afd', 'afd', 'rechts', 'afd-politikerin', 'afd-vorsitzende', 'afd', 'afd', 'afd', 'afd', 'erinnerungskultur'];[['geschichtsunterricht', 'rechtspopulistisch', 'afd', 'relativierung von verbrechen'], ['machthungrig', 'brutal', 'unmenschlich', 'undemokratisch'], ['afd', 'rechts', 'vorsitzende', 'will kein schuldgefühl der deutschen wegen holocaust'], ['afd', 'rechtsextremismus', 'abwertung des holocaust', 'nationalstolz', 'zweiter weltkrieg'], ['afd', 'heuchlerin', 'neoliberal', 'menschenfeindin'], ['afd', 'liebt eine frau', 'lebt in der schweiz', 'schuld der nazis ablegen'], ['rechts', 'populistisch', 'gefährlich'], ['afd-politikerin', 'holocaust-verniedlichung', 'reaktionär', 'will deutsche schuld tilgen'], ['afd-vorsitzende', 'rechts', 'lesbisch'], ['afd', 'rechts', 'populismus', 'erinnerungskultur', 'nazi-deutschland', 'schuldumkehr', 'holocaust-verharmlosung'], ['afd', 'vorsitzende der afd', 'lebt mit einer frau zusammen'], ['afd', 'revision der geschichte nach 2. weltkrieg', 'plagiatsverdacht doktorarbeit'], ['afd', 'geschichte'], ['erinnerungskultur', 'nationalsozialismus', 'afd', 'frühere generationen']];15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Schummel-Giffey;Franziska Giffey;['politikerin', 'plagiatsäffäre', 'sie zog sich aus der verantwortung', 'betrügerin', 'regierende', 'sie hat ihren doktortitel erkauft und von jemand anderem die doktorarbeit schreiben lassen beziehungsweise sie abgeschrieben', 'doktorarbeit', 'medienkampagne'];[2, 1, 1, 1, 1, 1, 1, 1];"['politikerin', 'spd', 'doktorarbeit', 'plagiat', 'plagiatsäffäre', 'schummlerin', 'sozialdemokratin', 'sie zog sich aus der verantwortung', 'berlin wahl', 'schwierige persönlichkeit', 'unangenehme person', 'unangenehme stimme', 'betrügerin', 'lügnerin', 'schande für deutschland', 'regierende', 'berlin', 'wirtschaftssenatorin', 'bundesfamilienministerin', 'in der abschlussarbeit betrogen', 'sie hat ihren doktortitel erkauft und von jemand anderem die doktorarbeit schreiben lassen beziehungsweise sie abgeschrieben', 'familie', 'medienkampagne', '""robert schmidt""', 'politisch missliebig']";[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];25;[4.0, 5.0, 5.0, 5.0, 2.0, 3.0, 4.0, 2.0, 1.0];4;3.444444444;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '40-49', '60-69'];56.25;['politikerin', 'plagiatsäffäre', 'sie zog sich aus der verantwortung', 'betrügerin', 'regierende', 'politikerin', 'sie hat ihren doktortitel erkauft und von jemand anderem die doktorarbeit schreiben lassen beziehungsweise sie abgeschrieben', 'doktorarbeit', 'medienkampagne'];"[['politikerin', 'spd', 'plagiat'], ['plagiatsäffäre', 'schummlerin', 'sozialdemokratin'], ['sie zog sich aus der verantwortung', 'berlin wahl', 'schwierige persönlichkeit', 'unangenehme person', 'unangenehme stimme'], ['betrügerin', 'lügnerin', 'schande für deutschland'], ['regierende', 'berlin', 'doktorarbeit', 'wirtschaftssenatorin', 'bundesfamilienministerin'], ['politikerin', 'in der abschlussarbeit betrogen'], ['sie hat ihren doktortitel erkauft und von jemand anderem die doktorarbeit schreiben lassen beziehungsweise sie abgeschrieben'], ['doktorarbeit', 'familie', 'spd'], ['medienkampagne', '""robert schmidt""', 'politisch missliebig']]";16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Schwarzgeld-Schäuble;Wolfgang Schäuble;['cdu', 'cdu-spendenaffäre', 'schwarzgeldaffäre', 'korruption', 'koffer-affäre', 'mögliche finanzaspekte', 'politiker'];[3, 2, 1, 1, 1, 1, 1];['cdu', 'betrug', 'politiker', 'rollstuhl', 'cdu-spendenaffäre', 'schwarzgeldaffäre', 'chaos', 'korruption', 'geldkoffer', 'spendenaffäre', 'verlorene zugangsdaten', 'kontrovers', 'politische konsequenzen', 'koffer-affäre', 'helmut kohl', 'bundestagspräsident', 'ehemaliger finanzminister', 'schwarze null', 'spendenbetrug', 'mögliche finanzaspekte', 'kontroversen', 'politische diskussionen', 'illegal', 'geldwäsche', 'steuerhinterziehung', 'eine millionen euro spende'];[3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];26;[2.0, 5.0, 3.0, 2.0, 3.0, 1.0, 4.0, 4.0, 4.0, 5.0];3.5;3.3;['30-39', '30-39', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '20-29'];66.66666667;['schwarzgeldaffäre', 'korruption', 'cdu', 'cdu-spendenaffäre', 'koffer-affäre', 'cdu', 'cdu', 'mögliche finanzaspekte', 'politiker', 'cdu-spendenaffäre'];[['schwarzgeldaffäre', 'chaos', 'betrug'], ['korruption', 'geldkoffer', 'politiker', 'rollstuhl'], ['cdu', 'spendenaffäre', 'verlorene zugangsdaten'], ['cdu-spendenaffäre', 'kontrovers', 'politische konsequenzen'], ['koffer-affäre', 'helmut kohl', 'bundestagspräsident'], ['cdu', 'ehemaliger finanzminister', 'schwarze null', 'rollstuhl'], ['cdu', 'betrug', 'spendenbetrug'], ['mögliche finanzaspekte', 'kontroversen', 'politische diskussionen'], ['politiker', 'illegal', 'geldwäsche'], ['cdu-spendenaffäre', 'steuerhinterziehung', 'eine millionen euro spende']];15;['30-39', '30-39', '20-29', '50-59', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '30-39', '20-29'];prolific
Selfie-Merkel;Angela Merkel;"['cdu', 'flüchtlingskrise', 'der spitzname ""selfie-merkel"" könnte auf eine zugängliche und volksnahe seite von angela merkel hinweisen die durch ihre bereitschaft selfies mit menschen zu machen symbolisiert wird', 'geber', 'ehemalige bundeskanzlerin', 'volksnähe', 'bundeskanzlerin', '2015', 'unkonventionell', 'kanzlerin', 'flüchtligsheimbesuch', 'anas modamani']";[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];"['flüchtlingskrise', 'kanzlerin', 'cdu', 'bundeskanzlerin', 'ehemalige bundeskanzlerin', 'selfie mit flüchtling', 'medienpräsenz', 'raute', 'politikerin', 'sauna', 'immigration', 'der spitzname ""selfie-merkel"" könnte auf eine zugängliche und volksnahe seite von angela merkel hinweisen die durch ihre bereitschaft selfies mit menschen zu machen symbolisiert wird', 'geber', 'tolerant', 'freundlich', 'flüchtlingswelle 2015', 'volksnähe', 'selbstironie', 'flüchtlingswelle', 'mutti', '2015', 'zufälliges selfie', 'flüchtlinge', 'unkonventionell', 'volksnah', 'politisch erfahren', 'syrien', 'migranten', 'flüchtligsheimbesuch', 'anas modamani', 'flüchtlingspolitik', 'flüchtlingsheim']";[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];32;[3.0, 1.0, 1.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0];2;1.769230769;['30-39', '20-29', '50-59', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '20-29'];86.66666667;"['flüchtlingskrise', 'cdu', 'der spitzname ""selfie-merkel"" könnte auf eine zugängliche und volksnahe seite von angela merkel hinweisen die durch ihre bereitschaft selfies mit menschen zu machen symbolisiert wird', 'geber', 'ehemalige bundeskanzlerin', 'volksnähe', 'bundeskanzlerin', 'cdu', '2015', 'unkonventionell', 'kanzlerin', 'flüchtligsheimbesuch', 'anas modamani']";"[['flüchtlingskrise', 'politikerin', 'kanzlerin'], ['cdu', 'bundeskanzlerin', 'sauna', 'immigration'], ['der spitzname ""selfie-merkel"" könnte auf eine zugängliche und volksnahe seite von angela merkel hinweisen die durch ihre bereitschaft selfies mit menschen zu machen symbolisiert wird'], ['geber', 'tolerant', 'freundlich'], ['ehemalige bundeskanzlerin', 'flüchtlingswelle 2015', 'selfie mit flüchtling'], ['volksnähe', 'medienpräsenz', 'selbstironie'], ['bundeskanzlerin', 'raute', 'flüchtlingswelle'], ['cdu', 'ehemalige bundeskanzlerin', 'mutti', 'flüchtlingskrise', 'raute'], ['2015', 'zufälliges selfie', 'flüchtlinge'], ['unkonventionell', 'volksnah', 'medienpräsenz', 'politisch erfahren'], ['kanzlerin', 'syrien', 'migranten'], ['flüchtligsheimbesuch', 'selfie mit flüchtling'], ['anas modamani', 'flüchtlingspolitik', 'flüchtlingsheim']]";15;['30-39', '30-39', '20-29', '50-59', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '30-39', '20-29'];prolific
Smartie-Spahn;Jens Spahn;['gesundheit', 'überheblich', 'ehemaliger bundesgesundheitsminister'];[1, 1, 1];"['gesundheit', 'corona', 'immobilien', 'überheblich', 'mist labernd', 'nervig', 'ehemaliger bundesgesundheitsminister', 'gegner der ""pille danach""', 'einwanderungskritiker']";[1, 1, 1, 1, 1, 1, 1, 1, 1];9;[2.0, 5.0, 3.0];3;3.333333333;['40-49', '30-39', '60-69'];18.75;['gesundheit', 'überheblich', 'ehemaliger bundesgesundheitsminister'];"[['gesundheit', 'corona', 'immobilien'], ['überheblich', 'mist labernd', 'nervig'], ['ehemaliger bundesgesundheitsminister', 'gegner der ""pille danach""', 'einwanderungskritiker']]";16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Spaß-Guido;Guido Westerwelle;['fdp', 'öffentliches image', 'ulkig', 'fdp-politiker', 'ehemaliger fdp-politiker', 'ehemaliger fdp-vorsitzende'];[3, 1, 1, 1, 1, 1];"['fdp', 'liberal', 'öffentliches image', 'politische kommunikation', 'charismatisch', 'ulkig', 'direkt', ""'römische dekadenz'"", 'neoliberal', 'braungebrannte haut', 'guidomobil', 'fdp-politiker', 'wahlkampf', 'guido-mobil', '18 prozent für fdp', 'ehemaliger fdp-politiker', 'ex-außenminister', 'projekt 18', 'ex-vizekanzler', 'schwul', 'bereits gestorben', 'fallschirmspringer', 'ehemaliger fdp-vorsitzende', 'viel zu früh verstorben', '""guidomobil\' zum wahlkampf was fdp den titel spaßpartei einbrachte']";[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];25;[3.0, nan, 5.0, 3.0, 4.0, 3.0, 2.0, 1.0];2.5;;['30-39', '40-49', '40-49', '30-39', '50-59', '30-39', '50-59', '30-39'];53.33333333;['öffentliches image', 'ulkig', 'fdp', 'fdp', 'fdp-politiker', 'ehemaliger fdp-politiker', 'fdp', 'ehemaliger fdp-vorsitzende'];"[['öffentliches image', 'politische kommunikation', 'liberal', 'charismatisch'], ['ulkig', 'direkt', 'liberal'], ['fdp', ""'römische dekadenz'"", 'neoliberal'], ['fdp', 'braungebrannte haut', 'guidomobil'], ['fdp-politiker', 'wahlkampf', 'guido-mobil', '18 prozent für fdp'], ['ehemaliger fdp-politiker', 'ex-außenminister', 'projekt 18', 'ex-vizekanzler'], ['fdp', 'schwul', 'bereits gestorben', 'fallschirmspringer'], ['ehemaliger fdp-vorsitzende', 'viel zu früh verstorben', '""guidomobil\' zum wahlkampf was fdp den titel spaßpartei einbrachte']]";15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Spenden-Schäuble;Wolfgang Schäuble;['korrupt', 'cdu-politiker', 'spendenaffäre', 'rollstuhl', 'cdu', 'kohl', 'schwarze null', 'ehemaliger bundestagspräsident', 'finanzminister'];[1, 1, 1, 1, 1, 1, 1, 1, 1];['rollstuhl', 'korrupt', 'parteispenden', 'attentat', 'starke verbindungen zur lobby', 'cdu-politiker', 'spendenaffäre', 'geldpolitik', 'verstorben', 'cdu', 'geld', 'prozess', 'kohl', 'schwarze null', 'schwaben', 'spenden-affäre', 'ehemaliger bundestagspräsident', 'spendenanahmen nicht verbucht', 'privat', 'finanzminister', 'affäre', 'rücktritt'];[4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];22;[5.0, 0.0, 3.0, 2.0, 4.0, 1.0, 3.0, 2.0, 3.0];3;2.555555556;['30-39', '30-39', '50-59', '40-49', '30-39', '50-59', '60-69', '70+', '50-59'];60;['korrupt', 'cdu-politiker', 'spendenaffäre', 'rollstuhl', 'cdu', 'kohl', 'schwarze null', 'ehemaliger bundestagspräsident', 'finanzminister'];[['korrupt', 'starke verbindungen zur lobby'], ['cdu-politiker', 'rollstuhl'], ['spendenaffäre', 'korrupt', 'geldpolitik', 'parteispenden'], ['rollstuhl', 'attentat', 'verstorben'], ['cdu', 'geld', 'prozess'], ['kohl', 'parteispenden', 'rollstuhl'], ['schwarze null', 'schwaben', 'attentat', 'rollstuhl', 'spenden-affäre'], ['ehemaliger bundestagspräsident', 'spendenanahmen nicht verbucht', 'privat'], ['finanzminister', 'affäre', 'rücktritt']];15;['20-29', '30-39', '30-39', '30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '30-39', '50-59', '60-69', '70+', '20-29', '50-59'];prolific
Spenden-Spahn;Jens Spahn;['cdu', 'wahlkampf spenden', 'unseriös', 'gesundheitsminister', 'spendenaffäre', 'korruption', 'früherer gesundheitsminister', 'abendessen bei spendenmarathon und folgende zahlung von spenden an spahn'];[3, 1, 1, 1, 1, 1, 1, 1];['cdu', 'lobbyismus', 'gesundheitsminister', 'spendenaffäre', 'wahlkampf spenden', 'vertrauen', 'transparenz', 'unseriös', 'plump', 'geizig', 'gierig', 'corona', 'spendengala trotz abstandsgebot', 'dinner mit unternehmern', 'gesundheitspolitiker', 'masken-deals', 'korruption', 'geheimnisse', 'demokratiefeindlich', 'früherer gesundheitsminister', 'spendenaffäre in zusammenhang mit überteuerter dinner-einladung', 'ex-gesundheitsminister', 'lobbyist', 'ex-minister', 'brillenträger', 'abendessen bei spendenmarathon und folgende zahlung von spenden an spahn', 'corona-pandemie'];[5, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];27;[3.0, 4.0, 4.0, 3.0, 5.0, 4.0, 4.0, 4.0, 3.0, 5.0];4;3.9;['30-39', '40-49', '40-49', '30-39', '40-49', '30-39', '50-59', '30-39', '50-59', '30-39'];66.66666667;['wahlkampf spenden', 'unseriös', 'gesundheitsminister', 'spendenaffäre', 'cdu', 'korruption', 'früherer gesundheitsminister', 'cdu', 'cdu', 'abendessen bei spendenmarathon und folgende zahlung von spenden an spahn'];[['wahlkampf spenden', 'lobbyismus', 'vertrauen', 'transparenz'], ['unseriös', 'plump', 'geizig', 'gierig'], ['gesundheitsminister', 'cdu', 'corona', 'spendengala trotz abstandsgebot'], ['spendenaffäre', 'gesundheitsminister', 'dinner mit unternehmern'], ['cdu', 'gesundheitspolitiker', 'masken-deals'], ['korruption', 'geheimnisse', 'lobbyismus', 'demokratiefeindlich'], ['früherer gesundheitsminister', 'cdu', 'spendenaffäre in zusammenhang mit überteuerter dinner-einladung'], ['cdu', 'ex-gesundheitsminister', 'lobbyist', 'spendenaffäre'], ['cdu', 'ex-minister', 'brillenträger'], ['abendessen bei spendenmarathon und folgende zahlung von spenden an spahn', 'corona-pandemie']];15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Spritzen-Spahn;Jens Spahn;['cdu', 'gesundheitsminister', 'impfkampagnen', 'corona-pandemie', 'corona-impfung', 'früherer gesundheitsminister', 'ehemaliger gesundheitsminister', 'gesundheitsminister während der corona-pandemie', 'impfen'];[3, 2, 1, 1, 1, 1, 1, 1, 1];['cdu', 'gesundheitsminister', 'corona', 'impfung', 'gesundheitspolitik', 'corona-pandemie', 'impfkampagnen', 'kontroversen', 'fehlende spritzen', 'lieferengpässe', 'impfungen', 'impfpflicht', 'maskendeals', 'corona-impfung', 'masken', 'lockdown', 'früherer gesundheitsminister', 'impfkampagne der bundesregierung', 'ehemaliger gesundheitsminister', 'cdu-mitglied', 'lobbyist', 'pandemie', 'materialmangel', 'ex-gesundheitsminister', 'brillenträger', 'gesundheitsminister während der corona-pandemie', 'auffrischungsimpfung', 'bild während booster', 'impfen', 'gesundheit'];[5, 4, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];30;[3.0, 4.0, 1.0, 5.0, 3.0, 4.0, 4.0, 4.0, 2.0, 4.0, 3.0, 2.0];3.5;3.25;['30-39', '40-49', '30-39', '40-49', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];80;['impfkampagnen', 'gesundheitsminister', 'corona-pandemie', 'cdu', 'corona-impfung', 'früherer gesundheitsminister', 'ehemaliger gesundheitsminister', 'cdu', 'cdu', 'gesundheitsminister während der corona-pandemie', 'impfen', 'gesundheitsminister'];[['impfkampagnen', 'kontroversen', 'gesundheitspolitik'], ['gesundheitsminister', 'cdu', 'corona', 'fehlende spritzen', 'lieferengpässe'], ['corona-pandemie', 'gesundheitsminister', 'impfungen', 'impfpflicht'], ['cdu', 'gesundheitspolitik', 'maskendeals'], ['corona-impfung', 'masken', 'lockdown'], ['früherer gesundheitsminister', 'corona-pandemie', 'impfkampagne der bundesregierung'], ['ehemaliger gesundheitsminister', 'cdu-mitglied', 'lobbyist'], ['cdu', 'gesundheitsminister', 'pandemie', 'impfung', 'materialmangel'], ['cdu', 'ex-gesundheitsminister', 'brillenträger'], ['gesundheitsminister während der corona-pandemie', 'impfung', 'auffrischungsimpfung', 'bild während booster'], ['impfen', 'corona', 'gesundheit'], ['gesundheitsminister', 'cdu', 'corona', 'impfung']];15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Steuer-Hoeneß;Uli Hoeneß;['steuerhinterziehung', 'fc bayern', 'fußball', 'hinterzog steuern bei finanz-spekulationen und war im gefängnis deswegen', 'steuerhinterziehungen', 'gefängnis', 'steuerhinterzieher', 'saß im knast wegen steuerhinterziehung', 'bayern münchen'];[4, 3, 1, 1, 1, 1, 1, 1, 1];['steuerhinterziehung', 'fc bayern', 'gefängnis', 'fußball', 'millionen', 'wurst', 'hinterzog steuern bei finanz-spekulationen und war im gefängnis deswegen', 'steuerhinterziehungen', 'geheimnisse', 'skandale', 'steuerhinterzieher', 'bayern', 'saß im knast wegen steuerhinterziehung', 'fußballmanager', 'trainer', 'viel zu kurze gefängnisstrafe für hoeneß', 'korruption', 'knast', 'bayern münchen', 'mächtig', 'kriminell', 'fußballspieler', 'gefängnisaufenthalt', 'keine reue'];[9, 7, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];24;[4.0, 4.0, 4.0, 4.0, 2.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 3.0, 3.0, 4.0];4;3.571428571;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '20-29', '30-39', '30-39', '20-29', '20-29', '20-29'];93.33333333;['steuerhinterziehung', 'fußball', 'hinterzog steuern bei finanz-spekulationen und war im gefängnis deswegen', 'steuerhinterziehungen', 'gefängnis', 'steuerhinterzieher', 'saß im knast wegen steuerhinterziehung', 'fc bayern', 'fc bayern', 'steuerhinterziehung', 'bayern münchen', 'steuerhinterziehung', 'fc bayern', 'steuerhinterziehung'];[['steuerhinterziehung', 'gefängnis', 'fc bayern'], ['fußball', 'millionen', 'wurst'], ['hinterzog steuern bei finanz-spekulationen und war im gefängnis deswegen'], ['steuerhinterziehungen', 'geheimnisse', 'skandale'], ['gefängnis', 'steuerhinterziehung', 'fc bayern'], ['steuerhinterzieher', 'bayern', 'fußball'], ['saß im knast wegen steuerhinterziehung', 'fußballmanager'], ['fc bayern', 'trainer', 'steuerhinterziehung', 'gefängnis'], ['fc bayern', 'steuerhinterziehung', 'viel zu kurze gefängnisstrafe für hoeneß', 'korruption'], ['steuerhinterziehung', 'knast', 'fc bayern'], ['bayern münchen', 'mächtig', 'kriminell', 'steuerhinterziehung'], ['steuerhinterziehung', 'gefängnis', 'fußballspieler'], ['fc bayern', 'steuerhinterziehung', 'gefängnis'], ['steuerhinterziehung', 'gefängnisaufenthalt', 'keine reue', 'fc bayern']];15;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29', '20-29'];prolific
